Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,0.7182,0.7182,0.7182,0.7182,0.4942,0.7376,1.02,0.9637,0.9807,1.2905,1.1863,0.9681,1.0641,1.1464,1.0673,0.9981,1.0755,1.2256,1.1014,1.2018,1.2903,1.4199,1.4682,1.4944,1.0211,1.1676,1.2641,1.4128,1.757,2.0199,1.6682,1.6004,1.7494,2.0099,2.0746,2.1246,2.2667,2.1178,1.781,2.4956,2.3306,2.1144,2.4543,2.7597,2.5178,2.5154,3.3062,2.7021,2.2299,2.3471,2.9858,2.3106,2.269,2.2703
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,0.3283,0.3283,0.3283,0.3283,0.3561,0.3561,0.3766,0.4225,0.4328,0.4452,0.4569,0.4583,0.4578,0.4872,0.4876,0.4988,0.5177,0.5303,0.4924,0.4014,0.3767,0.352,0,0,0,0,0,0.4997,0.1791,0.2269,0.2527,0.2502,0.2907,0.3096,0.333,0.3641,0.5216,0.55,0.55,0.5594,0.5657,0.5657,0.5814,0.8369,0.8668,0.924,0.8357,0.8144,0.816,0.8855,0.9141,0.8748,0.864,0.8536
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,2.0765,2.0765,2.0765,2.0765,2.2441,2.2441,2.364,2.6364,2.6885,2.7575,2.8638,2.8702,2.8662,3.0445,3.041,3.1016,3.2041,3.2869,3.0652,2.5057,2.3454,2.1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1687,2.2029,2.2438,2.1338,2.0056,2.5457,2.7558,2.5581,3.0775,2.9311,2.7087,2.7472,2.387
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,1.2348,1.2348,1.2348,1.2348,1.2006,1.3829,1.4143,1.4929,1.65,1.9171,1.9486,2.332,2.6149,2.6447,2.6714,2.6714,2.9213,2.4734,2.3886,2.5614,2.4986,2.3116,2.0303,2.0083,1.9575,2.013,2.4252,2.1701,2.1696,2.3708,2.0848,2.2492,1.9465,2.0748,1.9177,1.7637,1.7317,1.9826,1.871,1.9302,1.8941,1.8679,1.8349,1.9423,1.8616,1.7752,1.7982,1.77,1.8082,1.9166,1.837,1.5625,1.4518,1.436
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,United States,USA,..,..,..,..,..,..,..,..,..,..,3.2181,3.2181,3.2181,3.2181,3.0165,3.6306,3.8147,3.5208,3.6795,3.7197,4.0575,3.7035,3.376,3.925,3.9085,4.0707,3.9498,4.1384,4.27,4.5317,4.3224,4.4652,4.7725,4.9277,4.899,4.9757,4.9561,5.2805,5.2582,5.2651,5.3927,5.6406,5.7585,6.0074,5.6151,5.4626,5.8554,5.4972,5.0571,5.3275,5.9474,6.1615,6.4695,6.2362,6.2972,6.691,6.7303,6.7666,6.5073,6.7387,6.8019,6.3594,6.3487,6.3151
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,0.0129,0.0129,0.0129,0.0129,0.0124,0.0098,0.0241,0.0159,0.0103,0.0232,0.0181,0.0298,0.037,0.028,0.0318,0.0305,0.0187,0.0274,0.0563,0.0455,0.0518,0.053,0.058,0.0581,0.0424,0.0377,0.0885,0.0849,0.1018,0.0746,0.0651,0.0704,0.0706,0.1133,0.1051,0.1044,0.1044,0.1094,0.1002,0.1101,0.1154,0.1383,0.2835,0.2454,0.1789,0.2048,0.1992,0.211,0.2696,0.2834,0.3585,0.6021,0.6299,0.6611
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,2.3768,2.3768,2.3768,2.3768,2.5238,2.5238,2.6042,2.8199,2.8054,2.8337,3.1317,3.1261,3.1166,3.2783,3.2418,3.2529,3.2797,3.3904,3.2352,2.6846,2.4789,2.2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6688,1.6638,1.7801,1.8044,1.8092,1.8795,1.9679,1.4615,1.7918,1.8242,1.9178,1.7903,1.8357,1.7722
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,0.095,0.095,0.095,0.095,0.0924,0.1269,0.1199,0.1638,0.2009,0.1676,0.1635,0.1054,0.1006,0.1113,0.1657,0.2305,0.2878,0.3385,0.3353,0.2966,0.2779,0.2801,0.2326,0.2231,0.2242,0.2792,0.2891,0.2843,0.2454,0.1729,0.2315,0.2425,0.3195,0.3195,0.3415,0.3745,0.3127,0.3462,0.3489,0.3985,0.4113,0.4228,0.4169,0.2804,0.3292,0.3017,0.2621,0.3023,0.1053,0.1736,0.15,0.1421,0.1221,0.105
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,..,0.2247,0.2247,0.2247,0.2247,0.2043,0.3709,0.4455,0.5186,0.4039,0.3127,0.2923,0.3911,0.4967,0.7517,0.7,0.6704,0.7944,0.6714,0.8532,0.8422,0.9081,1.049,0.9573,0.9412,1.4724,1.2626,1.5633,1.4175,1.9795,1.9655,2.1827,1.8815,2.2868,2.2002,2.501,2.1348,1.9654,2.1518,1.7757,2.3886,2.2367,2.399,2.6981,2.9189,2.7306,3.4114,3.1425,3.3155,3.3382,2.8962,2.569,3.0785,2.7572,2.6305
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,0.0346,0.0346,0.0346,0.0346,0.0569,0.0506,0.0619,0.0671,0.044,0.0534,0.0687,0.0773,0.0676,0.0515,0.0418,0.0613,0.0652,0.071,0.0658,0.0685,0.046,0.049,0.0795,0.1042,0.0496,0.0435,0.0393,0.0451,0.0149,0.02,0.0094,0.0075,0.0124,0.0157,0.0112,0.0214,0.0327,0.0327,0.044,0.0621,0.1476,0.1874,0.1264,0.1588,0.1476,0.118,0.1278,0.0942,0.1131,0.1867,0.1627,0.2014,0.2146,0.228
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,0.22,0.22,0.22,0.22,0.2357,0.2357,0.1886,0.1378,0.1719,0.1857,0.1713,0.1873,0.1996,0.1749,0.1661,0.2044,0.182,0.1611,0.1939,0.1964,0.2081,0.2087,0.1468,0.2225,0.2055,0.154,0.2043,0.198,0.2011,0.1949,0.2005,0.187,0.1571,0.0471,0.0471,0.0471,0.0503,0.0786,0.0723,0.0597,0.1082,0.0959,0.0691,0.0994,0.0918,0.1181,0.1173,0.069,0.0862,0.0623,0.0748,0.1004,0.097,0.0963
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,0.624,0.624,0.624,0.624,0.7003,0.7759,0.6749,0.5974,0.5624,0.6379,0.766,0.8544,0.8394,0.669,0.7217,0.7287,0.6699,0.6563,0.7476,0.6887,0.7038,0.6818,0.6432,0.7527,0.6921,0.5858,0.8806,0.8214,0.8138,0.8197,0.8608,0.9207,0.9428,0.7281,0.9752,0.8601,0.9882,0.9633,0.937,0.9713,1.1917,1.2226,1.3183,1.7286,1.8971,1.7585,2.1853,1.987,1.9606,1.8687,2.1285,2.5883,2.6171,2.7684
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,0.0701,0.0701,0.0701,0.0701,0.0698,0.0806,0.0834,0.129,0.1061,0.1448,0.1804,0.2346,0.1537,0.2077,0.1965,0.2043,0.1066,0.087,0.1529,0.1497,0.1314,0.1164,0.1153,0.1312,0.1429,0.093,0.1312,0.1716,0.2222,0.2616,0.2423,0.3231,0.272,0.2624,0.2801,0.2551,0.3534,0.2741,0.3529,0.3096,0.6108,0.2471,0.4507,0.9263,0.6641,0.5897,0.7523,1.236,1.1143,1.1848,1.1971,1.6488,1.8345,2.0538
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,1.6891,1.6891,1.6891,1.6891,1.5848,1.6176,1.7862,1.7594,1.8591,2.3978,2.7017,2.393,2.4456,2.4308,2.6918,2.7863,3.3726,3.4139,3.4636,3.3574,3.4732,3.3936,3.3408,3.9284,3.5896,4.3986,4.2793,4.3319,4.3575,4.3868,4.7746,4.7666,4.9763,4.1435,4.8275,4.7857,4.4493,4.2779,3.9923,4.2275,4.1204,4.2761,3.8541,3.9962,4.0904,4.2252,4.7872,4.6697,4.9397,4.6115,4.1322,3.993,3.8017,3.6728
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,7.3545,7.3545,7.3545,7.3545,7.5629,8.5641,8.1783,8.2127,9.428,9.1271,9.2385,9.6812,9.5472,10.0587,9.1924,9.0712,8.2495,7.6812,8.5792,8.1791,6.0042,3.8289,3.7701,4.2351,3.8215,3.6041,4.0305,3.9056,3.3253,3.1628,3.9667,4.0081,3.5992,3.7793,3.7689,3.7955,3.8929,4.0605,3.9789,4.2539,4.4191,4.6574,5.0362,4.8627,4.868,5.0608,5.3906,5.4115,4.9217,4.9944,5.2286,4.85,4.5388,4.4858
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,11.8793,11.8793,11.8793,11.8793,12.8762,13.3141,14.9149,16.5951,17.1562,19.5112,20.5231,21.6763,22.8175,23.8874,25.6094,26.9058,29.8451,29.3881,31.2854,31.5202,31.8225,31.8127,31.1678,31.4276,32.523,34.9658,37.7128,39.2385,40.1335,40.8911,39.8941,40.7076,39.2142,41.0758,44.3712,45.1444,46.8231,48.6607,49.0237,52.5238,54.5638,54.613,55.2418,55.8271,57.4832,57.1414,59.7037,59.3306,61.0172,62.9741,66.8675,65.4089,66.4542,67.4902
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,8.123,8.123,8.123,8.123,7.6499,9.384,9.8809,11.3251,12.6612,14.7862,16.9524,17.0122,18.0119,19.7513,21.5102,20.7617,20.609,23.3734,25.868,26.2036,28.1095,28.5877,29.5279,26.3895,28.7114,33.941,36.0626,34.8035,36.7822,38.8179,37.2149,37.7625,45.5531,43.4985,45.372,35.8188,36.5857,35.9836,34.2368,40.9386,37.3777,40.946,42.6967,44.2537,40.28,43.2182,37.1274,35.1146,35.7379,36.0477,35.4035,35.945,35.2865,34.8107
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,6.7524,6.7524,6.7524,6.7524,6.3121,7.9999,8.6259,10.1088,11.3773,13.4766,14.885,14.9016,15.9158,17.4712,19.2073,18.4965,18.3382,21.0952,23.5906,23.8311,25.7319,26.2781,27.1562,23.9317,26.0732,31.2125,33.2523,31.8064,33.786,35.6818,34.1751,34.4757,41.927,40.0245,41.6788,32.5111,34.2415,33.0499,31.1904,37.931,34.2074,37.5445,39.2882,40.4063,36.3598,39.0898,32.787,30.5703,31.541,31.7239,30.6719,30.7618,30.033,29.4488
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,6.1097,6.1097,6.1097,6.1097,5.6444,7.3014,7.7054,9.0896,10.2003,12.2965,13.6876,13.6789,14.6967,16.2191,17.9297,17.1734,17.0653,19.8223,22.2486,22.4734,24.3563,24.8968,25.7851,22.5866,25.4132,30.9972,33.1212,31.5545,33.5718,35.4571,33.9048,34.2504,41.7057,39.8032,41.4777,32.3414,34.0404,32.8205,31.0515,37.81,33.856,37.1359,38.9346,40.1215,36.1247,38.9318,32.573,30.3695,31.2444,31.6069,30.6592,30.7364,30.0076,29.4234
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,7.7102,7.7102,7.7102,7.7102,7.1788,7.5567,8.0167,8.2171,9.038,9.643,9.1612,9.1223,8.9634,9.135,9.2268,9.7808,10.662,10.2118,10.0804,9.9148,8.5072,8.3855,6.388,6.7038,7.7565,7.8773,7.9944,7.9399,7.8283,8.2134,7.7412,7.886,7.7743,7.9693,8.3323,7.3386,6.6469,6.9298,6.6119,6.648,6.9523,6.1465,6.8461,6.9988,7.0126,7.4642,7.4486,7.6012,6.7417,6.8357,6.5504,6.0663,5.8126,5.9697
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,27.1622,27.1622,27.1622,27.1622,27.2997,29.1167,30.0058,31.3378,33.6433,34.7561,35.1456,35.7414,35.7829,37.3341,36.3622,36.9127,37.5603,36.8183,36.3683,33.501,29.1596,26.163,14.0329,14.8313,14.8947,15.0228,16.1211,16.2397,15.5805,18.4898,18.144,18.4754,17.4257,18.4226,18.8202,17.8286,17.6104,18.7676,18.9286,20.7206,22.2931,24.0935,25.7087,26.0655,25.7023,26.8919,29.1078,27.9472,27.0532,28.6966,30.5659,26.8694,26.2719,25.7626
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,6.0749,6.0749,6.0749,6.0749,6.232,6.4747,7.022,7.5705,7.6847,8.1212,8.4436,8.2373,8.3164,8.8115,8.7079,8.7383,8.984,9.3422,8.7548,7.561,7.193,6.762,1.9697,1.9615,1.4354,1.5987,1.6623,2.2777,2.2883,2.5704,2.2254,2.1206,2.4046,2.7243,2.7748,2.7962,3.0997,2.9846,3.579,4.5039,5.9811,7.8578,8.3097,8.8863,8.6719,8.5281,9.787,9.2859,9.1118,9.7106,10.6014,9.2351,9.2648,8.8171
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,15.5702,15.5702,15.5702,15.5702,16.5467,17.7145,18.0481,19.0708,20.2212,20.4659,21.2316,21.521,21.375,22.6684,21.7093,21.8774,21.8873,22.3141,21.8014,18.991,16.4657,14.3403,4.7629,4.9002,4.3205,4.1916,4.4927,5.0538,4.4547,6.8015,7.0924,7.0639,6.5749,7.3317,7.5339,7.7053,8.267,8.9172,9.7821,11.4165,12.8341,15.4383,16.4442,16.4546,16.1325,17.098,19.3915,18.0476,18.1136,19.5553,21.786,18.8679,18.6304,17.9776
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,European Union,EUU,..,..,..,..,..,..,..,..,..,..,14.7524,14.7524,14.7524,14.7524,14.4247,15.8082,15.8885,16.0483,18.0489,18.352,17.8925,18.3171,18.0099,18.6493,17.8037,18.2527,18.2773,17.4031,18.0329,17.4321,13.9533,12.0125,9.9897,10.8177,11.4336,11.3694,11.9859,11.7496,11.0833,11.2608,11.5783,11.7466,11.1559,11.4635,11.8186,10.8791,10.281,10.7111,10.0066,10.3657,10.8323,10.2978,11.3013,11.2669,11.2823,11.7256,12.0075,12.2292,10.8517,11.0543,10.9127,10.0916,9.5328,9.6377
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,2.9183,2.9183,2.9183,2.9183,3.0905,3.2687,3.3737,3.6519,3.7841,3.9496,4.1997,4.1336,4.0748,4.2118,4.412,4.5719,4.5375,4.6956,4.5262,3.8294,3.7019,3.3711,1.187,1.5543,1.6931,1.8211,1.9911,1.9208,1.834,1.9216,2.0622,1.9555,2.1884,1.3536,1.5983,1.7647,1.5774,1.6042,1.6448,1.6924,2.0073,3.9018,4.2542,4.5136,4.3737,4.2582,5.4362,5.9828,5.7748,6.2839,6.2345,6.2316,6.4516,6.3734
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,0.3261,0.3261,0.3261,0.3261,0.3647,0.4266,0.3788,0.3958,0.3208,0.3641,0.4756,0.4617,0.4654,0.434,0.4777,0.4942,0.4453,0.41,0.5092,0.394,0.4269,0.3832,0.4048,0.4484,0.34,0.3064,0.493,0.4676,0.3904,0.4062,0.4117,0.5066,0.4993,0.2844,0.5511,0.5077,0.5161,0.5307,0.4743,0.5962,0.7652,0.7534,0.9179,1.2641,1.2846,1.3709,1.7521,1.707,1.5393,1.6154,1.5372,1.443,1.4191,1.4281
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,High income,HIC,..,..,..,..,..,..,..,..,..,..,26.5009,26.5009,26.5009,26.5009,26.269,28.546,28.966,29.525,32.1266,33.1459,34.3453,34.8244,34.562,36.6279,36.0238,36.6753,36.822,36.0229,36.3246,35.0454,30.8553,28.4439,21.5528,22.7294,23.3012,23.6662,25.0203,25.2099,24.4133,27.2421,27.2256,28.2359,27.496,28.3611,28.4029,26.5992,26.0462,27.5688,26.588,27.828,28.8939,29.7748,31.5747,31.4614,31.5519,33.674,34.7288,34.5198,33.3523,35.0296,36.5235,34.2172,33.694,33.8362
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,26.9118,26.9118,26.9118,26.9118,28.1854,31.1665,33.1377,36.8392,39.2925,43.587,45.8543,46.6622,47.9587,50.8463,53.7726,53.9218,56.4458,58.4092,62.3035,60.7797,60.6887,59.5969,54.43,52.5121,56.2278,63.1499,67.8764,68.7127,71.3921,75.7584,74.8806,75.6723,80.7803,81.8158000000001,85.4662,76.5515,81.595,83.3213,82.2524,91.5585,88.9272,97.6142,99.5812,101.5803,98.0868,101.3192,98.771,95.9932,97.3965,101.9601,106.6825,104.7206,104.4436,104.2654
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,31.3017,31.3017,31.3017,31.3017,32.7998,35.9584,38.1766,42.3106,44.9275,49.5103,52.3902,53.1389,54.6208,57.7378,60.7652,61.3315,64.1913,66.2442,70.2402,68.3378,68.0672,66.7851,59.7177,58.0247,62.0195,69.4296,74.5322,75.2575,77.8021,82.7075,81.96,82.6712,87.7958,88.8815,93.4074,84.5098,89.1031,91.4046,90.3141,100.4582,99.5378,107.7527,109.7539,112.9534,109.8274,112.0635,111.5835,108.5729,110.6237,115.2185,121.1013,119.2869,119.4431,119.6841
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,3.2607,3.2607,3.2607,3.2607,3.4327,3.5984,3.7373,4.019,4.1322,4.2765,4.6699,4.7204,4.8171,4.9534,4.9005,5.2609,5.5542,5.5388,5.5545,5.2377,5.0407,4.8257,2.7349,2.9016,2.9913,3.2163,3.3463,3.4826,3.4957,3.7755,3.8424,4.0047,3.8857,4.1517,4.5596,4.8035,4.456,4.8034,5.0687,5.7007,7.152,6.7822,6.6226,7.5103,7.4396,6.4327,8.1381,7.572,7.9204,8.0125,8.5988,9.0177,9.2687,9.4449
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,1.1292,1.1292,1.1292,1.1292,1.1817,1.1935,1.3016,1.4524,1.5028,1.6468,1.866,1.7563,1.845,1.9381,2.0921,2.1488,2.1913,2.2962,2.3822,2.3204,2.3378,2.3625,2.5528,2.611,2.8004,3.0634,3.3095,3.0622,2.9143,3.1736,3.237,2.9942,3.1298,2.914,3.3816,3.1548,3.0521,3.2799,2.993,3.199,3.4586,3.3563,3.5501,3.8628,4.301,4.3116,4.6744,5.0077,5.3068,5.2459,5.82,5.5486,5.7308,5.9738
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,4.3899,4.3899,4.3899,4.3899,4.6144,4.7919,5.0389,5.4714,5.635,5.9233,6.5359,6.4767,6.6621,6.8915,6.9926,7.4097,7.7455,7.835,7.9367,7.5581,7.3785,7.1882,5.2877,5.5126,5.7917,6.2797,6.6558,6.5448,6.41,6.9491,7.0794,6.9989,7.0155,7.0657,7.9412,7.9583,7.5081,8.0833,8.0617,8.8997,10.6106,10.1385,10.1727,11.3731,11.7406,10.7443,12.8125,12.5797,13.2272,13.2584,14.4188,14.5663,14.9995,15.4187
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,17.2059,17.2059,17.2059,17.2059,17.4214,20.0593,20.8572,23.2263,25.4917,27.4942,29.2908,28.7245,29.2656,31.3754,32.7403,32.0009,32.1168,34.4559,36.7061,35.3905,35.0464,33.8518,29.6173,27.3147,29.3648,34.319,36.2549,35.6429,37.3274,41.554,41.6659,41.4839,47.9075,47.8688,48.9399,38.9119,41.8075,42.5188,39.9282,46.4261,43.13,49.7459,50.7203,52.5393,47.8852,51.219,47.0402,43.773,44.5622,46.3052,48.4917,48.2699,47.3156,46.7352
