Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.11971387041638,8.76550638069237,8.49769564620109,8.26560632420353,7.81073570361375,7.23154423008887,6.91792610985525,6.63406913170534,6.46378922659581,6.16770521390255,6.3395997192112,6.08966269101378,5.79440161974471,5.43766344514808,4.96080119740892,4.65713338018471,4.76011054720441,4.6345926271231,4.72701184393702,4.59097188847529,4.49205320700378,4.38380556443253,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.87535289441037,9.55299160967399,9.16186983683935,8.91858419568345,8.36692996854127,7.89237045352163,7.5538245926143,7.07607868887413,6.86603455463139,6.7538670453517,6.95403155027763,6.81213701245079,6.58226668288116,6.25138819808008,6.00572173054978,5.83788198256039,5.94954964514316,5.86288915385828,5.98265715477775,5.80435562473669,5.79656512107028,5.85734433763249,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.12978833990054,4.14499073203386,4.09864722661235,4.15479945149202,4.0906063263602,4.02220355571398,3.90780480207392,3.72757520431753,3.68743895499464,3.62630656534368,3.69905002434307,3.51603272048095,3.49691696074954,3.46106726100302,3.27992689554912,3.24195078351224,3.19968770661749,3.15879444054983,3.06378297657178,2.95439027861803,2.91678120337493,2.91818078370501,2.65507252717728,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3877239509771,11.4076703834672,10.9673801649535,9.62977501735405,8.70933925434401,8.42410670352917,7.83152073968684,7.44407163488999,7.1447608224271,6.88974394385755,7.08831298244609,7.10592544427629,6.85248003070215,6.68763749878451,6.53322414781712,6.27470850495988,6.24816434549044,6.23506198841588,6.21409587110866,6.18526748396388,6.20641385017711,6.25248694715371,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.64475414088618,7.58011978565421,7.60359610443842,7.48427018802496,7.42124947635161,7.22100569792522,7.0752458344887,6.76752683546436,6.58283612796147,6.58101013874713,6.38636648460811,6.49716465755991,6.5089202268228,6.44065635937793,6.28620992753039,6.16163357186378,6.09839027496815,5.89702453552916,5.84477127876177,5.76409461361924,5.85529911284945,5.79478121495096,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6760426813233,5.59122824093975,5.53870117276125,5.49075185312939,5.38255218101789,5.24255832543848,5.10082796188425,4.96543522332664,4.89167838344249,4.86220548795217,4.90338284206465,4.73724294428128,4.65697733142379,4.59552531600032,4.49502504763913,4.39767446428542,4.348681118067,4.28099438360303,4.23953286405175,4.1462188848873,4.08761927036268,4.07852460494965,3.46634553578846,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.18086600127823,7.07774710081079,6.97484564090066,6.92918498154335,6.90858849039265,6.79049448596421,6.63500027014525,6.39465053399705,6.24617581632768,6.23437867653677,6.22512545222562,6.14967385012803,6.02217176817199,5.85209944857821,5.71997638494891,5.48528931844421,5.31379135871744,5.22451504085228,5.19097189599085,5.13409690813821,5.19874865649992,5.15436654220498,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.19986627967186,7.09520115986713,6.98786311106686,6.92939876064682,6.88934032614681,6.7603519086112,6.60084719766162,6.36226940583897,6.20805195982853,6.17803871943081,6.16489332318099,6.09869448452072,5.96758788635225,5.80358876893213,5.67054874726573,5.44513818720473,5.292045670776,5.20128175433638,5.16382361674769,5.10456835679317,5.17159826016227,5.13075238234904,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.48704093663227,8.33364541159765,8.03640036772341,7.78782291094806,7.41906700946927,7.15846779104071,6.91482474436047,6.71335827289394,6.48329837430203,6.12286090871932,6.18882864918274,6.26073316577493,5.94965985821851,5.82027802506594,5.65787084453504,5.48803764676138,5.58882404067835,5.54852559528089,5.51367840219832,5.4661657413816,5.62780225678884,5.5974441606057,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.42929161468346,6.33530103412934,6.29491539381863,6.17610278985,6.06319027042079,5.8511023375446,5.68832304217176,5.44397716934882,5.25871827449956,5.19722920084065,5.03649865821386,5.01932450821754,4.97486107303163,4.90507526904224,4.79400863171451,4.69786928728857,4.67459906043444,4.52967896780079,4.42700213772338,4.33195668552312,4.38247054027507,4.37297191100208,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.38287664416413,7.26262366648574,7.11168671119897,6.931447896743,6.70342724937343,6.46787367795686,6.26444189677167,6.03631074775421,5.82320959103575,5.62620904080671,5.56767322859589,5.58855224753868,5.41981824519685,5.32101602386444,5.18505974290182,5.05281507510899,5.07894419438717,4.97258812427741,4.89651341715056,4.81531069544302,4.9091848737085,4.89608707004173,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.0434789085806,7.87330204383966,7.71924696821221,7.83110899985844,7.84615198283638,7.74421798277566,7.5898341574013,7.26711110512009,7.02586843833458,6.97974552921348,7.06577600122378,6.98086616292854,6.81170002553385,6.63986184060485,6.43687492308596,6.17777607274645,5.98256773603353,5.84961658376621,5.81353448382609,5.74894593431462,5.81987989573901,5.7868875173922,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.62393261776065,3.64064105536628,3.69708531866486,3.75337724220666,3.73260706907291,3.71872449007941,3.65177863797254,3.59389455759266,3.56138281262858,3.55914594318771,3.52274192865656,3.48372614562033,3.5069856956374,3.53325620434315,3.51828741714627,3.48261668907844,3.46045791206461,3.40160629821054,3.34476060790591,3.3780391337515,3.41122214782963,3.35501370704609,3.2652571426405,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.59717042934537,3.61822159215134,3.67430329167734,3.73319992865289,3.71640357673393,3.69256078647085,3.6160126355842,3.55212121023755,3.52842780338991,3.52396637338489,3.48697018487076,3.44138699420211,3.46107404896578,3.49687285498222,3.50140949268259,3.46758972925317,3.4467492407207,3.38638492746755,3.32438672845019,3.35243428084065,3.40038207244746,3.34839393748315,3.31602943780431,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.67885058578267,3.69864373381656,3.75707059556979,3.81312731090954,3.79497373192194,3.77761918072082,3.70647338084849,3.64195715019374,3.60630827779092,3.60277260005402,3.56418749160018,3.52167658759041,3.54442525188319,3.57055834815744,3.55279354574642,3.51573578057805,3.49373216642663,3.43502355487291,3.37428163949797,3.41034916115524,3.4462442829489,3.38460590181315,3.3049281078955,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.81603484189472,6.70762781439735,6.57963190740041,6.48045940963144,6.25175739183703,5.9621321646536,5.79302771455519,5.48467869115568,5.29638756943107,5.30327959998447,5.15231035860766,5.13745402753265,5.09875829582384,5.06710443260382,4.92152304949525,4.88500630696328,4.87092840161527,4.78115105785728,4.65054519056691,4.55349032649975,4.60380093270456,4.63287160989313,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.73982419324564,6.664026811725,6.60935574159919,6.57842386528284,6.62977005261299,6.54646225588781,6.41514967267318,6.22976621281591,6.08933303127176,6.06806043100064,6.02717370157607,5.96329791482135,5.84129841405074,5.69906653310278,5.56904329963645,5.32911921882943,5.14707674261555,5.0536972145826,4.99905641431744,4.95544761499563,5.0252147531994,4.96356248753925,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.78211894750731,9.6305838352117,9.51541383066622,9.32909420216513,9.03438642763946,8.67040956946678,8.45314370930015,7.94967346814991,7.70978393599301,7.75283342212715,7.44423857379507,7.58576013667876,7.73923349244509,7.77097531430231,7.58267535891856,7.40466002225478,7.35083305620544,7.15556813730584,7.1439856816756,7.00233575714551,7.15758925475378,7.16539106484177,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.17766103521474,6.05343714781517,5.97149765628122,5.76090531293599,5.65286395443926,5.47476438286818,5.29288709639954,5.13181026894793,5.08663397209838,5.03744907362182,4.90534270032492,4.84460362159403,4.77673684718965,4.6314300066062,4.59231059664914,4.40894401169531,4.30604365930998,4.2407500244818,4.18588305489025,4.07917897640158,4.09662799642753,4.08234304591712,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.49124454105203,5.97485019439199,6.05828735115241,5.21483444103522,5.07384368232019,5.21009636324813,5.20805934424813,5.20074473677076,5.33640018416316,5.48596864351412,5.44885605965471,5.3844906714509,5.499210369656,5.38774570908207,5.54724494074057,5.51057365387322,5.41603957398723,5.50813129106643,5.36590807124609,5.46494747000443,5.49304047630814,5.4754787958753,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.76609050460648,6.24863012467384,6.11392155065616,4.97926114847417,4.99102668716909,5.21017430751887,5.13592343122575,5.05411038529654,5.13308148432844,5.12846888159621,4.96716326855907,5.06341640972827,5.17624858498149,5.13598047404214,5.28152074846168,5.17884786034718,5.10673363085634,5.32750683607134,5.2313119612822,5.39091194477414,5.32462584345275,5.32847543611278,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.78123183286655,6.26485213392202,6.12557145693768,4.98813688288616,4.99886022294755,5.21875194619621,5.14548287670217,5.06306266714844,5.14446538655601,5.14138471959269,4.9796624928555,5.07753477555609,5.19248828534396,5.15243109941634,5.29644964794701,5.19310130332759,5.12135848590168,5.34360993899706,5.24747881965401,5.4067928702659,5.33645454088816,5.34076809731099,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.68543315487291,6.61053311308984,6.55636993029877,6.52852038625288,6.58660074283675,6.50831938530292,6.3789169365387,6.19952610851,6.06063147386662,6.03800048884964,6.00197241367009,5.93504644210518,5.80929635693434,5.66404485921782,5.53459612553298,5.29361912224092,5.10947971337291,5.01811512459831,4.96311488675699,4.92094124244392,4.9883405831978,4.92740110307861,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.85321981377434,6.65812222202249,6.61285533119959,6.48152595771394,6.37969838215466,6.19203920314074,5.98410873453805,5.96024483251352,5.79270419327548,5.66837057503296,5.63238067993597,5.48320182491288,5.2841805032833,5.27373533514609,5.22708458386997,5.04258361539365,4.94106264599162,4.838633847032,4.82132431796447,4.71267983538274,4.47648019169908,4.4326098751364,4.36147013790894,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.16661128521923,5.08174477833131,5.04159771635817,5.01503274943747,4.94678553459616,4.83639875903539,4.69844414105497,4.59045627187415,4.50909408285181,4.46954308761641,4.47809782490665,4.30343737068166,4.21543334620142,4.18662699798726,4.0622897077654,3.95812868973963,3.89901773497746,3.82717580298414,3.76920317458117,3.68249717140925,3.59517429418167,3.55826931967124,3.40388989426875,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.58485944169311,6.46448801075546,6.18178188377889,6.25110330282079,6.0197186208331,6.01330609314853,6.15245225118744,6.29875406533615,6.42265333205704,6.22650627741236,6.38904055339707,6.33082945395631,6.00473423666016,6.08104950832664,5.90585055174012,5.57435125252411,5.55831778983419,5.48504705853873,5.40314832151677,5.31600863300519,5.50946405887361,5.30767743886982,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.08585455856229,4.17097450029015,3.96413303438287,4.04994961035471,4.36592123280118,3.99397502970419,4.06680229566302,3.97583297438983,3.44509322603973,3.42600460737281,3.56526599118012,3.46066252386382,3.41758623255336,3.53158758837652,3.57319740010388,3.46122567332617,3.23193256080893,3.29109375113701,3.25854642378813,3.3108978404896,3.44239674731622,3.68098041095276,3.48745073783172,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.43094845886571,5.3293329285484,5.28348206631095,5.25142487253459,5.1829847326248,5.04972674888918,4.89131711018648,4.77708567037679,4.68579003579582,4.6284734287262,4.65364800574711,4.46436656181904,4.37417924376719,4.33898425741761,4.21984652430837,4.11340221644842,4.04210651791225,3.96958463938799,3.91394296356143,3.81823193493943,3.72983683582241,3.70044931540711,3.53457579451607,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.99022231046755,9.31794447779859,8.95163467354625,7.45978125504071,6.92294445672937,6.74471516124299,6.47697581806873,6.19214143826908,6.03430446684641,5.92213968274016,5.91432525169775,6.1079602845167,6.02932004893366,5.94884439159086,5.75632004170363,5.63825676280811,5.67972988510857,5.73157613215843,5.72036318635364,5.77528044102756,5.8982128387086,5.8621956555948,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.96326183645354,5.8830032846129,5.62411664446751,5.6985041819468,5.53695730041872,5.51321908451962,5.60953540241353,5.72809604377839,5.81388915320484,5.68362889157926,5.83214969700459,5.80988757979728,5.49903008427159,5.58267847499839,5.44057860533926,5.17168707198574,5.1788351385195,5.11893777296893,5.03893680447578,4.99775907469418,5.17011058067926,5.00167870804366,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.24299907442923,6.07934853715962,6.00723778342618,5.75988266944765,5.65606596848086,5.40444335358046,5.24415312302373,5.08899177752962,5.11343563607966,5.15620966604444,4.96250185956105,4.84537189514748,4.81597332497842,4.67933253609393,4.65826271831963,4.45771588147426,4.25156795178641,4.17810431244236,4.11354440633875,3.96221236669198,3.9808718216461,3.96650868767678,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.24299907442923,6.07934853715962,6.00723778342618,5.75988266944765,5.65606596848086,5.40444335358046,5.24415312302373,5.08899177752962,5.11343563607966,5.15620966604444,4.96250185956105,4.84537189514748,4.81597332497842,4.67933253609393,4.65826271831963,4.45771588147426,4.25156795178641,4.17810431244236,4.11354440633875,3.96221236669198,3.9808718216461,3.96650868767677,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.59961633288523,8.34077907902163,7.97907674350325,8.02262658927563,7.89824069389094,7.57072016434393,7.31647741680613,7.1268522603735,7.05053614483255,6.97046475820228,6.72279591281792,6.76403000502841,6.60105396085657,6.50560360325562,6.39989516885312,6.22084328194127,6.30734179375032,6.18262777236701,6.05611715743948,6.06038413148867,6.19541859057092,6.07745884253528,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.60395718443798,8.34443700029663,7.98227876546552,8.0254798537335,7.90046768802605,7.57301532533691,7.31887121022133,7.12928793282326,7.05264319071528,6.97226616317084,6.72457346189492,6.76619309895994,6.60309602469045,6.50763298567012,6.40176935791114,6.22272796924951,6.30950569101692,6.18484388283973,6.05831916297716,6.06275528518801,6.19746744524768,6.07936291225135,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.59961633288523,8.34077907902163,7.97907674350325,8.02262658927563,7.89824069389094,7.57072016434393,7.31647741680613,7.1268522603735,7.05053614483255,6.97046475820228,6.72279591281792,6.76403000502841,6.60105396085657,6.50560360325563,6.39989516885312,6.22084328194127,6.30734179375032,6.18262777236701,6.05611715743948,6.06038413148868,6.19541859057092,6.07745884253528,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.89888002877444,6.84728820955847,6.80414507211394,6.85542684192076,6.98166397265212,6.94486357375149,6.83356948015051,6.63887155030468,6.45633762988039,6.45866526805071,6.45796616189865,6.38061491224428,6.23039489782758,6.08681878774101,5.92675531443132,5.66960885066338,5.45679195438438,5.35631186910018,5.30473064778601,5.29226487806069,5.37142561484055,5.28926940751272,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.03895129518195,5.96145888631177,5.91477645275028,5.88045107178076,5.83978734906844,5.73167234250124,5.6061191554311,5.46587860244376,5.37783684431529,5.37275943596055,5.39153092854798,5.28067711671373,5.19257448068353,5.10490531732063,4.99845172620876,4.83998042410758,4.73385726348568,4.65895327402775,4.61565763526737,4.5510127190624,4.56231902552152,4.52926474629734,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 01/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Limitations and exceptions,License URL
EG.EGY.PRIM.PP.KD,CC BY-4.0,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Energy intensity level of primary energy is the ratio between energy supply and gross domestic product measured at purchasing power parity. Energy intensity is an indication of how much energy is used to produce one unit of economic output. Lower ratio indicates that less energy is used to produce one unit of output.,"IEA, IRENA, UNSD, World Bank, WHO. 2023. Tracking SDG 7: The Energy Progress Report. World Bank, Washington DC. © World Bank. License: Creative Commons Attribution—NonCommercial 3.0 IGO (CC BY-NC 3.0 IGO).",Environment: Energy production & use,Annual,Weighted average,This indicator is obtained by dividing total primary energy supply over gross domestic product measured in constant 2017 US dollars at purchasing power parity.,Energy intensity level is only an imperfect proxy to energy efficiency indicator and it can be affected by a number of factors not necessarily linked to pure efficiency such as climate.,https://datacatalog.worldbank.org/public-licenses#cc-by
